state,ubvec_pop,ubvec_minority,num_mm,target_mm,max_minority_pct,edge_cut,success,runtime
LA,1.005,1.35,1,2,59.06216246032907,215,False,5.768638610839844
LA,1.005,1.4,1,2,55.182792221126995,288,False,5.964440107345581
LA,1.005,1.45,1,2,58.811609520393034,238,False,5.767575025558472
LA,1.005,1.5,1,2,53.00809862720609,214,False,5.818525314331055
LA,1.005,1.55,1,2,50.71506515180692,224,False,5.53384804725647
LA,1.005,1.6,1,2,51.2892584066431,252,False,5.663259267807007
LA,1.005,1.7,1,2,51.61002752644257,228,False,5.6718833446502686
LA,1.005,1.8,1,2,52.07917254638876,215,False,5.491324424743652
LA,1.005,1.9,1,2,52.065396539251296,235,False,5.502874135971069
LA,1.005,2.0,0,2,49.20347263103488,267,False,5.367492437362671
LA,1.005,2.25,0,2,48.178043480216466,251,False,5.6061389446258545
LA,1.005,2.5,1,2,50.85676693272052,303,False,5.624583005905151
LA,1.005,2.75,1,2,51.762518423145764,191,False,5.641993999481201
LA,1.005,3.0,1,2,51.762518423145764,191,False,6.131276369094849
LA,1.005,3.25,1,2,51.762518423145764,191,False,5.834370851516724
LA,1.005,3.5,1,2,51.762518423145764,191,False,5.79429030418396
LA,1.005,3.75,1,2,51.762518423145764,191,False,5.806331157684326
LA,1.005,4.0,1,2,51.762518423145764,191,False,5.740885496139526
LA,1.005,4.5,1,2,51.762518423145764,191,False,5.835703611373901
LA,1.005,5.0,1,2,51.762518423145764,191,False,5.766526937484741
LA,1.005,6.0,1,2,51.762518423145764,191,False,5.573521375656128
LA,1.005,7.0,1,2,51.762518423145764,191,False,5.448453426361084
LA,1.005,10.0,1,2,51.762518423145764,191,False,5.720585346221924
MS,1.005,1.1,2,2,54.039259368126835,104,True,6.075759172439575
MS,1.005,1.15,2,2,56.66051611177964,121,True,6.811845302581787
MS,1.005,1.2,2,2,55.249268356117184,102,True,6.268295049667358
MS,1.005,1.25,2,2,54.34811836992619,90,True,6.0037102699279785
MS,1.005,1.3,2,2,54.2503006571941,106,True,5.806158542633057
MS,1.005,1.35,2,2,54.532325148894564,98,True,5.661692380905151
MS,1.005,1.4,2,2,57.86619831009706,117,True,5.585214376449585
MS,1.005,1.45,1,2,58.33634354108259,118,False,5.896678686141968
MS,1.005,1.5,2,2,54.34616309313051,95,True,6.208775520324707
MS,1.005,1.55,1,2,56.32743594951556,112,False,5.719544887542725
MS,1.005,1.6,2,2,56.240124041366876,122,True,6.282812118530273
MS,1.005,1.7,2,2,53.728455477347936,174,True,6.666775226593018
MS,1.005,1.8,1,2,55.93713128254277,111,False,6.010377407073975
MS,1.005,1.9,2,2,56.2568083430395,110,True,6.031406402587891
MS,1.005,2.0,1,2,56.45830332127466,127,False,5.86107063293457
MS,1.005,2.25,1,2,54.5612172350587,116,False,5.712086200714111
MS,1.005,2.5,2,2,53.23375377432076,96,True,5.96694016456604
MS,1.005,2.75,2,2,53.23375377432076,96,True,5.780045509338379
MS,1.005,3.0,2,2,53.23375377432076,96,True,5.692745685577393
MS,1.005,3.25,2,2,53.23375377432076,96,True,5.675230264663696
MS,1.005,3.5,2,2,53.23375377432076,96,True,6.711198568344116
MS,1.005,3.75,2,2,53.23375377432076,96,True,6.30850887298584
MS,1.005,4.0,2,2,53.23375377432076,96,True,5.993026256561279
MS,1.005,4.5,2,2,53.23375377432076,96,True,5.552220821380615
MS,1.005,5.0,2,2,53.23375377432076,96,True,5.467320919036865
MS,1.005,6.0,2,2,53.23375377432076,96,True,5.777684211730957
MS,1.005,7.0,2,2,53.23375377432076,96,True,5.731325149536133
MS,1.005,10.0,2,2,53.23375377432076,96,True,5.935222625732422
SC,1.005,1.1,1,3,50.041895022546825,396,False,5.671337366104126
SC,1.005,1.15,0,3,48.577038498417366,262,False,5.686693906784058
SC,1.005,1.2,0,3,48.763743145993544,358,False,5.727418899536133
SC,1.005,1.25,1,3,52.65191157592645,360,False,5.664315700531006
SC,1.005,1.3,0,3,47.54488981758237,322,False,5.8017354011535645
SC,1.005,1.35,0,3,48.93297850371519,258,False,5.553043603897095
SC,1.005,1.4,1,3,50.4313508609177,309,False,5.582017183303833
SC,1.005,1.45,1,3,50.14033216577324,288,False,5.9673991203308105
SC,1.005,1.5,1,3,53.32262862106635,324,False,5.762722969055176
SC,1.005,1.55,1,3,51.07246013144477,249,False,5.739331007003784
SC,1.005,1.6,0,3,49.55657525198555,271,False,5.584184646606445
SC,1.005,1.7,0,3,47.65731700892007,293,False,5.25009298324585
SC,1.005,1.8,1,3,50.92399947676059,284,False,5.2276928424835205
SC,1.005,1.9,1,3,51.852805571905044,268,False,5.262471914291382
SC,1.005,2.0,1,3,52.23942045265548,224,False,5.257243633270264
SC,1.005,2.25,1,3,51.092800800963325,285,False,5.4855427742004395
SC,1.005,2.5,0,3,46.56405561595239,223,False,4.882645130157471
SC,1.005,2.75,0,3,48.775968235441695,232,False,5.054844856262207
SC,1.005,3.0,0,3,46.569396599319205,254,False,5.107571125030518
SC,1.005,3.25,0,3,44.748379457854995,218,False,5.475691795349121
SC,1.005,3.5,0,3,42.81352747768906,231,False,5.320276260375977
SC,1.005,3.75,0,3,48.479968578161824,268,False,5.291250944137573
SC,1.005,4.0,0,3,45.48527886825722,217,False,5.111028432846069
SC,1.005,4.5,0,3,45.33730719444395,242,False,5.6919050216674805
SC,1.005,5.0,1,3,50.11006154461882,215,False,5.683106184005737
SC,1.005,6.0,0,3,45.7682770554736,226,False,6.340651273727417
SC,1.005,7.0,0,3,45.7682770554736,226,False,6.425122261047363
SC,1.005,10.0,0,3,45.7682770554736,226,False,5.596721887588501
