state,k,method,tree_structure,weight_factor,minority_threshold,max_minority_pct,mm_count,target_mm,success,runtime,district_pcts,state_minority_pct,skipped,error
georgia,14.0,predetermined,"(5, 9)",5,0.4,0.8381016444403808,6.0,5.0,True,7.696308851242065,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(6, 8)",5,0.4,0.8381016444403808,6.0,5.0,True,7.409870147705078,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(7, 7)",5,0.4,0.8381016444403808,6.0,5.0,True,7.468119144439697,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(8, 6)",5,0.4,0.8381016444403808,6.0,5.0,True,7.637402534484863,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(9, 5)",5,0.4,0.8381016444403808,6.0,5.0,True,7.738920450210571,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(10, 4)",5,0.4,0.8381016444403808,6.0,5.0,True,7.865778923034668,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(11, 3)",5,0.4,0.8381016444403808,6.0,5.0,True,7.525548458099365,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(12, 2)",5,0.4,0.8381016444403808,6.0,5.0,True,7.254395008087158,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
georgia,14.0,predetermined,"(13, 1)",5,0.4,0.8381016444403808,6.0,5.0,True,7.118175506591797,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
louisiana,6.0,predetermined,"(1, 5)",5,0.4,0.5583305004429611,2.0,2.0,True,3.9113869667053223,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
louisiana,6.0,predetermined,"(2, 4)",5,0.4,0.5583305004429611,2.0,2.0,True,3.7800955772399902,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
louisiana,6.0,predetermined,"(3, 3)",5,0.4,0.5583305004429611,2.0,2.0,True,3.693981647491455,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
louisiana,6.0,predetermined,"(4, 2)",5,0.4,0.5583305004429611,2.0,2.0,True,3.873157262802124,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
louisiana,6.0,predetermined,"(5, 1)",5,0.4,0.5583305004429611,2.0,2.0,True,3.9427618980407715,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
mississippi,4.0,predetermined,"(1, 3)",5,0.4,0.6007178671255821,1.0,2.0,False,4.713868618011475,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",,,
mississippi,4.0,predetermined,"(2, 2)",5,0.4,0.6007178671255821,1.0,2.0,False,4.689936399459839,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",,,
mississippi,4.0,predetermined,"(3, 1)",5,0.4,0.6007178671255821,1.0,2.0,False,4.8300909996032715,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",,,
south_carolina,7.0,predetermined,"(1, 6)",5,0.4,0.475790791243163,0.0,3.0,False,4.236194133758545,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
south_carolina,7.0,predetermined,"(2, 5)",5,0.4,0.475790791243163,0.0,3.0,False,4.053601026535034,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
south_carolina,7.0,predetermined,"(3, 4)",5,0.4,0.475790791243163,0.0,3.0,False,4.265827894210815,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
south_carolina,7.0,predetermined,"(4, 3)",5,0.4,0.475790791243163,0.0,3.0,False,4.253541707992554,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
south_carolina,7.0,predetermined,"(5, 2)",5,0.4,0.475790791243163,0.0,3.0,False,4.268402099609375,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
south_carolina,7.0,predetermined,"(6, 1)",5,0.4,0.475790791243163,0.0,3.0,False,4.192239761352539,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
alabama,7.0,adaptive,"adaptive_selected: (1, 6)",5,0.4,0.508297658686116,2.0,2.0,True,32.59992241859436,"[0.26269550860126284, 0.2360294496789829, 0.3230923322224656, 0.38226704307267634, 0.508297658686116, 0.36558216433005414, 0.5030436156455625]",,,
georgia,14.0,adaptive,"adaptive_selected: (1, 13)",5,0.4,0.8381016444403808,6.0,5.0,True,113.29411125183105,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",,,
louisiana,6.0,adaptive,"adaptive_selected: (1, 5)",5,0.4,0.5583305004429611,2.0,2.0,True,19.161198616027832,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",,,
mississippi,4.0,adaptive,"adaptive_selected: (1, 3)",5,0.4,0.6007178671255821,1.0,2.0,False,13.13278341293335,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",,,
south_carolina,7.0,adaptive,"adaptive_selected: (1, 6)",5,0.4,0.475790791243163,0.0,3.0,False,25.27624225616455,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",,,
alabama,7.0,nway,n/a,5,0.4,0.508297658686116,2.0,2.0,True,4.9935383796691895,,0.3687948061801504,False,
georgia,14.0,nway,n/a,5,0.4,0.8381016444403808,6.0,6.0,True,6.625919580459595,,0.4994210181790209,False,
louisiana,6.0,nway,n/a,5,0.4,0.5583305004429611,2.0,2.0,True,3.514114618301392,,0.4424994691650938,False,
mississippi,4.0,nway,n/a,5,0.4,0.6007178671255821,1.0,1.0,True,4.178771257400513,,0.4464969359523368,False,
south_carolina,7.0,nway,n/a,5,0.4,0.475790791243163,0.0,2.0,False,4.172735214233398,,0.3789980316210553,False,
